fname,label,correct
259c3671.wav,35.0,1.0
25a3f8ba.wav,33.0,1.0
25a4dda4.wav,40.0,1.0
25a8c380.wav,40.0,0.0
25ad6ed7.wav,29.0,0.0
25c11b5d.wav,25.0,1.0
25c89ec0.wav,32.0,1.0
25c99ad7.wav,37.0,0.0
25cd1d74.wav,32.0,1.0
25f4273e.wav,38.0,1.0
260161b5.wav,16.0,0.0
260da1b4.wav,6.0,0.0
260fffaf.wav,36.0,0.0
261ac300.wav,28.0,0.0
261b8615.wav,12.0,0.0
26262fd9.wav,38.0,1.0
2632db24.wav,18.0,0.0
2634b73c.wav,29.0,0.0
264574a5.wav,3.0,0.0
2648b632.wav,12.0,1.0
2658f202.wav,18.0,1.0
2659c14c.wav,30.0,1.0
266f287c.wav,29.0,1.0
267bda40.wav,37.0,0.0
26928361.wav,6.0,1.0
26a53fd8.wav,14.0,1.0
26a82af2.wav,13.0,0.0
26a9e392.wav,1.0,1.0
26b6777f.wav,7.0,1.0
26b82ff7.wav,16.0,1.0
26d8b402.wav,4.0,1.0
26da2e39.wav,21.0,0.0
26dd557f.wav,25.0,1.0
26e8ab9d.wav,20.0,1.0
26eb0508.wav,8.0,0.0
26f011fb.wav,0.0,0.0
27048e94.wav,6.0,0.0
2719a268.wav,30.0,0.0
271f6198.wav,30.0,1.0
2722c835.wav,29.0,1.0
273f7c4a.wav,35.0,1.0
274d487a.wav,9.0,0.0
2751ad9a.wav,3.0,0.0
275b9330.wav,8.0,1.0
276051e6.wav,4.0,1.0
276ee568.wav,23.0,1.0
2777b9fa.wav,8.0,0.0
27869ba5.wav,21.0,0.0
27870d30.wav,17.0,1.0
278e7bc8.wav,11.0,0.0
279ca8cf.wav,8.0,0.0
27a4d0ed.wav,6.0,1.0
27c53672.wav,40.0,0.0
27ce7acc.wav,15.0,0.0
27d3b396.wav,31.0,0.0
27e6d2ac.wav,39.0,1.0
27fbb25c.wav,5.0,0.0
27ff9eea.wav,29.0,0.0
280f761e.wav,40.0,0.0
282aa031.wav,36.0,0.0
283a585f.wav,16.0,0.0
2846dc18.wav,4.0,0.0
28492d31.wav,15.0,0.0
2857b67f.wav,0.0,0.0
285a7bac.wav,0.0,0.0
285c42de.wav,15.0,0.0
28634acc.wav,25.0,0.0
286580a3.wav,12.0,1.0
287259da.wav,30.0,0.0
287c38ed.wav,16.0,0.0
28877d48.wav,12.0,0.0
288821ab.wav,5.0,1.0
289250ae.wav,31.0,0.0
289e5d2a.wav,21.0,0.0
289e8e59.wav,0.0,0.0
28a9502f.wav,4.0,1.0
28aa7f31.wav,25.0,1.0
28bf1f65.wav,20.0,0.0
28e0f162.wav,12.0,1.0
28e413d2.wav,21.0,0.0
28ed1ac8.wav,33.0,1.0
28f3b63c.wav,22.0,0.0
28f5dfd6.wav,12.0,1.0
2903714d.wav,28.0,0.0
2904b427.wav,7.0,0.0
29076655.wav,39.0,0.0
290976f9.wav,18.0,1.0
2933a5dc.wav,35.0,0.0
2933c90e.wav,33.0,1.0
2934fa44.wav,5.0,0.0
2939852d.wav,8.0,1.0
2979f92a.wav,8.0,1.0
297e7f77.wav,33.0,1.0
2987ab41.wav,20.0,1.0
29a96a60.wav,9.0,0.0
29d2bf8b.wav,33.0,1.0
29d5108a.wav,15.0,1.0
29e0a702.wav,8.0,0.0
29ea06f9.wav,1.0,1.0
29ea2c57.wav,12.0,0.0
29f2ff7d.wav,29.0,1.0
29ff7d7b.wav,12.0,1.0
2a069951.wav,16.0,1.0
2a180be4.wav,1.0,1.0
2a3087ed.wav,37.0,0.0
2a3b0b61.wav,14.0,1.0
2a4aa95d.wav,23.0,1.0
2a4d4883.wav,20.0,0.0
2a559a5d.wav,36.0,0.0
2a5dd0de.wav,29.0,1.0
2a682d6b.wav,16.0,0.0
2a8f8f85.wav,5.0,0.0
2a905697.wav,15.0,1.0
2a933c1e.wav,0.0,0.0
2a9c3044.wav,21.0,0.0
2aac13ec.wav,12.0,0.0
2aad886a.wav,4.0,0.0
2aafe190.wav,25.0,0.0
2accbe0b.wav,18.0,0.0
2ad59d34.wav,0.0,0.0
2ae34e2b.wav,26.0,1.0
2af48f93.wav,26.0,0.0
2af5749f.wav,20.0,0.0
2b13754b.wav,2.0,1.0
2b16db4d.wav,32.0,1.0
2b1ed909.wav,18.0,1.0
2b38712f.wav,7.0,0.0
2b3a50a7.wav,21.0,0.0
2b4524a7.wav,14.0,1.0
2b45991a.wav,35.0,1.0
2b49c53e.wav,2.0,1.0
2b4e910e.wav,7.0,0.0
2b6f431f.wav,26.0,1.0
2b74a334.wav,21.0,0.0
2b8fe91f.wav,21.0,0.0
2b91a0e6.wav,32.0,1.0
2bad79b1.wav,36.0,0.0
2bb21942.wav,2.0,1.0
2bb58e63.wav,32.0,1.0
2bc640e0.wav,5.0,0.0
2bc7287e.wav,3.0,1.0
2bc84744.wav,30.0,1.0
2bd764ef.wav,0.0,1.0
2bfa9616.wav,40.0,0.0
2c017b88.wav,39.0,0.0
2c049598.wav,25.0,0.0
2c0b1898.wav,3.0,0.0
2c228548.wav,5.0,0.0
2c28923e.wav,36.0,0.0
2c3d4bb8.wav,25.0,0.0
2c4018ad.wav,28.0,0.0
2c42b48b.wav,20.0,0.0
2c4735d7.wav,1.0,0.0
2c560330.wav,25.0,1.0
2c5bc41f.wav,4.0,0.0
2c6f7a58.wav,32.0,1.0
2c735fc5.wav,29.0,1.0
2c75674b.wav,29.0,1.0
2c81e1ce.wav,1.0,1.0
2cb63f61.wav,31.0,0.0
2cbf4f64.wav,1.0,0.0
2cc24acc.wav,36.0,1.0
2cc2a170.wav,9.0,0.0
2cc4c06d.wav,40.0,0.0
2ccaafbb.wav,4.0,1.0
2cd3efb6.wav,1.0,1.0
2cdffbef.wav,40.0,0.0
2cea0b5c.wav,9.0,0.0
2ced5885.wav,4.0,0.0
2cfa4764.wav,27.0,0.0
2d1a30c9.wav,3.0,1.0
2d1c5686.wav,40.0,0.0
2d1d4fab.wav,23.0,0.0
2d336768.wav,3.0,0.0
2d3e9e2a.wav,20.0,0.0
2d455eca.wav,13.0,0.0
2d4e60bd.wav,8.0,0.0
2d682737.wav,33.0,1.0
2d871232.wav,12.0,0.0
2d88dcef.wav,3.0,1.0
2d8fd57d.wav,21.0,0.0
2d928ec4.wav,4.0,0.0
2d9fcebb.wav,34.0,0.0
2dac4861.wav,22.0,0.0
2dad641c.wav,38.0,1.0
2dbd5c4c.wav,21.0,0.0
2dcca85f.wav,35.0,1.0
2de7d3df.wav,14.0,0.0
2e0af9de.wav,12.0,0.0
2e10afe3.wav,15.0,1.0
2e150054.wav,34.0,0.0
2e16c417.wav,36.0,0.0
2e1973a4.wav,1.0,0.0
2e2f1a7e.wav,12.0,1.0
2e4b39f2.wav,4.0,1.0
2e6df938.wav,7.0,0.0
2e71ecec.wav,36.0,0.0
2e8579ad.wav,6.0,0.0
2e95fa3d.wav,37.0,0.0
2e97a149.wav,20.0,0.0
2e992414.wav,0.0,1.0
2ea318e7.wav,39.0,1.0
2eb1e5f9.wav,25.0,0.0
2eb83a0b.wav,6.0,1.0
2ed838e9.wav,7.0,0.0
2ee0f61c.wav,0.0,1.0
2eeac352.wav,17.0,1.0
2f06441d.wav,26.0,1.0
2f1bb802.wav,13.0,0.0
2f22d8b0.wav,21.0,0.0
2f3ca1dc.wav,23.0,0.0
2f50de25.wav,25.0,0.0
2f5d12f2.wav,1.0,1.0
2f5fe8ea.wav,15.0,0.0
2fb2de13.wav,36.0,1.0
2fec3da6.wav,33.0,0.0
2fec9eb7.wav,21.0,0.0
2ffa79a0.wav,9.0,0.0
300115f5.wav,36.0,0.0
3009e783.wav,16.0,1.0
301168d8.wav,16.0,0.0
3019e0c0.wav,39.0,0.0
30206a9c.wav,19.0,0.0
3031e1b1.wav,35.0,0.0
306fd57d.wav,7.0,1.0
3078e97f.wav,8.0,1.0
30819e5e.wav,26.0,1.0
3096e424.wav,17.0,0.0
30b5847a.wav,7.0,0.0
30b7b4e4.wav,30.0,1.0
30c4e08b.wav,6.0,1.0
30cdd2b5.wav,37.0,0.0
30cf8557.wav,29.0,1.0
30e59ebe.wav,3.0,0.0
30e5f399.wav,7.0,0.0
3103a8e8.wav,37.0,0.0
3105911a.wav,26.0,0.0
31104f2a.wav,4.0,0.0
312f1444.wav,39.0,0.0
31374fc9.wav,16.0,0.0
314c57ed.wav,21.0,0.0
314c8a85.wav,33.0,0.0
31529bd7.wav,7.0,0.0
3152ea60.wav,25.0,0.0
3155f097.wav,5.0,0.0
315b2236.wav,36.0,1.0
31886d2a.wav,30.0,0.0
318a5116.wav,14.0,0.0
318f5562.wav,3.0,1.0
319044aa.wav,11.0,1.0
319a7b44.wav,29.0,1.0
319c6220.wav,12.0,0.0
319d145b.wav,31.0,0.0
31a32dc6.wav,0.0,0.0
31aa5f0a.wav,35.0,0.0
31ac1840.wav,16.0,0.0
31add811.wav,15.0,0.0
31cd8de8.wav,33.0,1.0
31e0ba23.wav,21.0,0.0
31f474d5.wav,21.0,0.0
3203fedb.wav,31.0,0.0
320aff97.wav,29.0,1.0
320f812b.wav,39.0,0.0
3217ac10.wav,6.0,1.0
321bd247.wav,12.0,0.0
32202199.wav,32.0,1.0
3226ede7.wav,36.0,1.0
323db912.wav,23.0,1.0
3251bac1.wav,30.0,1.0
3254c6eb.wav,17.0,1.0
325ae37c.wav,23.0,0.0
325b0d6b.wav,13.0,1.0
325cf71e.wav,20.0,0.0
326b8ed5.wav,32.0,1.0
326c9e9a.wav,20.0,1.0
3272e576.wav,6.0,0.0
327a2509.wav,12.0,0.0
327fea32.wav,2.0,1.0
3283499e.wav,7.0,0.0
32880ae6.wav,25.0,1.0
3289db4d.wav,6.0,0.0
32b8d28c.wav,3.0,1.0
32bbf20f.wav,11.0,1.0
32c2eb1b.wav,1.0,1.0
32c5c6bd.wav,0.0,1.0
32cc3e4d.wav,5.0,0.0
32ce1b18.wav,4.0,0.0
3300aae9.wav,12.0,1.0
330ba9ae.wav,28.0,0.0
330f84e3.wav,35.0,0.0
33298bf9.wav,23.0,1.0
332cf451.wav,4.0,1.0
3335007d.wav,6.0,0.0
3353c983.wav,18.0,0.0
336acd6b.wav,33.0,0.0
33932af4.wav,25.0,0.0
3397dcf9.wav,36.0,0.0
339a95ff.wav,31.0,0.0
339b8f81.wav,25.0,0.0
33ae49c1.wav,12.0,1.0
33b2e95e.wav,25.0,0.0
33b69f9a.wav,0.0,0.0
33c062e8.wav,3.0,1.0
33d1cc84.wav,36.0,1.0
33d24d85.wav,33.0,1.0
33d54957.wav,32.0,1.0
33d7ebe0.wav,8.0,1.0
33f31906.wav,29.0,1.0
33f5b8da.wav,5.0,1.0
33f89f08.wav,7.0,1.0
34042ed2.wav,29.0,1.0
340c2dc4.wav,17.0,1.0
34224506.wav,5.0,0.0
34262b83.wav,14.0,0.0
342e412b.wav,19.0,0.0
34337cf1.wav,33.0,1.0
3457a86f.wav,25.0,1.0
3464ede4.wav,25.0,1.0
34672f76.wav,23.0,0.0
346deed5.wav,40.0,1.0
34783839.wav,30.0,0.0
34816bee.wav,5.0,0.0
348440ac.wav,32.0,0.0
3486d1db.wav,21.0,0.0
34881c5f.wav,37.0,0.0
34a1086e.wav,35.0,1.0
34b2a4f7.wav,21.0,0.0
34b432be.wav,22.0,1.0
34bb94e8.wav,15.0,1.0
34c5db34.wav,14.0,0.0
34d0a285.wav,0.0,1.0
34d3e8bc.wav,30.0,0.0
34dd9426.wav,14.0,0.0
34e04b95.wav,12.0,1.0
34f10443.wav,15.0,0.0
3505e582.wav,8.0,1.0
35270d67.wav,17.0,0.0
35271da5.wav,17.0,0.0
352875e7.wav,25.0,1.0
353b359f.wav,12.0,0.0
354bd271.wav,16.0,0.0
35571af7.wav,4.0,1.0
3564bae2.wav,12.0,1.0
35717b0f.wav,17.0,0.0
358139e5.wav,31.0,0.0
35844050.wav,25.0,1.0
35950597.wav,25.0,0.0
35ad5cd8.wav,21.0,0.0
35bd35da.wav,2.0,0.0
35d75ab7.wav,12.0,0.0
35e0b4ea.wav,37.0,0.0
35f05c5d.wav,22.0,1.0
35f2639c.wav,21.0,0.0
35f6b357.wav,13.0,1.0
3601d225.wav,0.0,0.0
361230e1.wav,5.0,0.0
36177faa.wav,3.0,1.0
3618cb03.wav,40.0,0.0
3623e99e.wav,22.0,0.0
36342286.wav,21.0,0.0
363c41b3.wav,3.0,1.0
3640c702.wav,13.0,0.0
3649d60c.wav,18.0,0.0
365bee4a.wav,4.0,0.0
365d9809.wav,9.0,0.0
36698953.wav,7.0,0.0
366a5492.wav,21.0,0.0
3679b950.wav,33.0,1.0
367e990f.wav,5.0,0.0
368b7628.wav,33.0,1.0
36967fb1.wav,17.0,1.0
36b9767a.wav,0.0,0.0
36bdf504.wav,0.0,1.0
36d2468c.wav,4.0,1.0
36e38450.wav,28.0,0.0
36f0d419.wav,40.0,0.0
36f96922.wav,25.0,0.0
372340eb.wav,9.0,0.0
37319862.wav,6.0,1.0
3731f5d2.wav,11.0,1.0
373763dc.wav,13.0,1.0
373a3df7.wav,9.0,0.0
373f60bf.wav,14.0,0.0
374f172c.wav,12.0,0.0
376dab91.wav,33.0,1.0
3788e6ce.wav,39.0,0.0
37944d45.wav,5.0,0.0
3798cb82.wav,35.0,0.0
37ab0462.wav,33.0,0.0
37ac629d.wav,11.0,1.0
37c85fee.wav,15.0,0.0
37d0eec4.wav,6.0,1.0
37d5d788.wav,4.0,0.0
37ddee5e.wav,21.0,0.0
37e13c23.wav,3.0,1.0
37eb63b4.wav,12.0,0.0
37f5403f.wav,11.0,1.0
37fb0c92.wav,36.0,0.0
380048b8.wav,16.0,0.0
38042954.wav,37.0,0.0
38045adb.wav,36.0,0.0
3804ed01.wav,20.0,0.0
3811852f.wav,26.0,0.0
3814ab19.wav,15.0,0.0
381c8f4f.wav,30.0,0.0
38311105.wav,31.0,0.0
383de66f.wav,17.0,0.0
38460d69.wav,5.0,0.0
3846f2fa.wav,12.0,1.0
385c2814.wav,12.0,1.0
385e9493.wav,12.0,1.0
386b8fc7.wav,5.0,1.0
388093aa.wav,2.0,1.0
3882165a.wav,27.0,0.0
38852ae1.wav,1.0,1.0
38883816.wav,21.0,0.0
388d1301.wav,10.0,0.0
38bc302a.wav,5.0,0.0
38cb633d.wav,4.0,0.0
38d2e014.wav,26.0,0.0
38d30516.wav,1.0,1.0
38e16501.wav,33.0,1.0
38ec4038.wav,31.0,0.0
38ee5f4c.wav,15.0,1.0
38f3f2c6.wav,5.0,0.0
38f5a8df.wav,16.0,0.0
38f63d36.wav,29.0,0.0
38fddec0.wav,32.0,1.0
390de47b.wav,3.0,1.0
39193622.wav,36.0,0.0
392882a3.wav,10.0,0.0
392c6f03.wav,25.0,0.0
39309bc9.wav,21.0,0.0
3953b6e1.wav,5.0,0.0
39618d1a.wav,20.0,0.0
39788c4e.wav,32.0,0.0
3994f7ef.wav,10.0,0.0
39b0f258.wav,39.0,0.0
39cebcd7.wav,3.0,1.0
39d69471.wav,25.0,1.0
39daded1.wav,2.0,1.0
39ec9cc6.wav,17.0,0.0
39eee2a5.wav,10.0,1.0
39efc992.wav,22.0,1.0
39f70db0.wav,5.0,0.0
39fca828.wav,30.0,0.0
3a0e1a71.wav,31.0,0.0
3a151637.wav,29.0,0.0
3a2e4d2e.wav,9.0,0.0
3a42efbc.wav,4.0,0.0
3a460182.wav,12.0,1.0
3a48280f.wav,5.0,0.0
3a49f221.wav,31.0,0.0
3a4abb1d.wav,26.0,0.0
3a55b826.wav,40.0,1.0
3a58a282.wav,39.0,0.0
3a6d46a7.wav,12.0,0.0
3a7f4b9f.wav,30.0,0.0
3a89d0e3.wav,9.0,1.0
3a90abf3.wav,1.0,1.0
3a9f7224.wav,4.0,0.0
3aadc6c2.wav,5.0,1.0
3ab854dd.wav,2.0,0.0
3abe8ab2.wav,2.0,0.0
3ac277ba.wav,36.0,0.0
3ac4653e.wav,32.0,0.0
3acce964.wav,0.0,0.0
3ad40d01.wav,31.0,0.0
3af3565c.wav,14.0,0.0
3b02b296.wav,16.0,0.0
3b060741.wav,25.0,0.0
3b0b9d26.wav,8.0,1.0
3b0d3e23.wav,29.0,0.0
3b0ed2e4.wav,5.0,1.0
3b1d5657.wav,17.0,1.0
3b3fbb8b.wav,29.0,0.0
3b577ca2.wav,33.0,1.0
3b72ed77.wav,9.0,1.0
3b802d90.wav,15.0,0.0
3b842547.wav,8.0,1.0
3b9d580c.wav,31.0,0.0
3b9fd9e4.wav,13.0,1.0
3bb61de8.wav,27.0,0.0
3bc32fc8.wav,13.0,1.0
3bc4f95e.wav,30.0,0.0
3bc50b52.wav,31.0,0.0
3bcb442a.wav,20.0,1.0
3bd38b39.wav,21.0,0.0
3bd52441.wav,30.0,0.0
3bd7b59c.wav,36.0,0.0
3be44863.wav,15.0,1.0
3beb7086.wav,31.0,0.0
3bf2a899.wav,0.0,0.0
3bfb1c63.wav,28.0,0.0
3bff13fc.wav,35.0,1.0
3c002b9b.wav,36.0,0.0
3c09352b.wav,5.0,0.0
3c200451.wav,9.0,0.0
3c204254.wav,20.0,0.0
3c239857.wav,9.0,0.0
3c32e5d3.wav,26.0,1.0
3c362989.wav,15.0,1.0
3c45ae64.wav,10.0,0.0
3c462bc9.wav,1.0,0.0
3c4631c7.wav,29.0,1.0
3c4762d7.wav,3.0,0.0
3c55ce83.wav,21.0,0.0
3c5bfea2.wav,20.0,0.0
3c6610b0.wav,10.0,0.0
3c68cd4b.wav,20.0,1.0
3c694bfc.wav,40.0,0.0
3c731886.wav,31.0,0.0
3c82d509.wav,12.0,1.0
3c893bd5.wav,25.0,0.0
3c8dc12d.wav,39.0,0.0
3c9aa9e8.wav,1.0,1.0
3ca538bf.wav,23.0,1.0
3ca7fb97.wav,33.0,1.0
3cb083af.wav,9.0,0.0
3cb73c84.wav,2.0,0.0
3cc6911c.wav,3.0,1.0
3cd1b8b6.wav,22.0,1.0
3ce200df.wav,36.0,0.0
3d2641e5.wav,16.0,0.0
3d2cbf1e.wav,13.0,0.0
3d2fd74b.wav,19.0,0.0
3d314961.wav,15.0,1.0
3d3b9761.wav,11.0,0.0
3d49cad3.wav,9.0,0.0
3d61daec.wav,16.0,0.0
3d678687.wav,25.0,1.0
3d7507e9.wav,31.0,0.0
3d795d2a.wav,26.0,0.0
3d94c79e.wav,30.0,0.0
3d9a58e7.wav,36.0,0.0
3d9e95c0.wav,8.0,0.0
3dbb6542.wav,12.0,1.0
3dbd3ff7.wav,22.0,1.0
3dc717ea.wav,6.0,0.0
3de081b1.wav,16.0,0.0
3de364aa.wav,29.0,0.0
3dee39ff.wav,13.0,0.0
3df53f0c.wav,25.0,0.0
3e205ca5.wav,21.0,0.0
3e23db4c.wav,17.0,0.0
3e246c06.wav,5.0,0.0
3e326ff4.wav,26.0,0.0
3e33282d.wav,12.0,0.0
3e351b36.wav,35.0,0.0
3e409f47.wav,31.0,1.0
3e410f2b.wav,40.0,0.0
3e4c9e54.wav,36.0,0.0
3e4ea67e.wav,4.0,1.0
3e52cc7a.wav,31.0,0.0
3e5a6eea.wav,22.0,0.0
3e69ba3a.wav,21.0,0.0
3e70496c.wav,3.0,1.0
3e782d24.wav,21.0,0.0
3e7b6f14.wav,35.0,1.0
3e7c0c48.wav,40.0,0.0
3e8687d9.wav,36.0,1.0
3ec68757.wav,0.0,0.0
3ecef0f4.wav,1.0,1.0
3ed07532.wav,14.0,0.0
3ed699d0.wav,30.0,0.0
3ee056f2.wav,10.0,1.0
3ee25773.wav,14.0,1.0
3f0c40c0.wav,9.0,0.0
3f13875c.wav,30.0,0.0
3f395899.wav,16.0,1.0
3f3b55e7.wav,1.0,1.0
3f3f7481.wav,2.0,1.0
3f4e1fb2.wav,17.0,1.0
3f52541c.wav,11.0,0.0
3f5625b1.wav,5.0,0.0
3f6978e0.wav,5.0,0.0
3f6d2c76.wav,5.0,0.0
3f6dbc86.wav,26.0,1.0
3f801ad6.wav,31.0,0.0
3f9adde5.wav,26.0,0.0
3f9e54b9.wav,5.0,0.0
3f9eaa47.wav,3.0,1.0
3fac24bb.wav,30.0,0.0
3fbc907f.wav,5.0,0.0
3fc5aa0c.wav,25.0,0.0
3fd6adb9.wav,25.0,0.0
3fd93883.wav,39.0,0.0
3fd99189.wav,24.0,0.0
3fe0597b.wav,8.0,0.0
3ff0d94e.wav,37.0,0.0
40115a34.wav,5.0,0.0
4038f93c.wav,21.0,0.0
403e04cb.wav,32.0,0.0
40469aab.wav,31.0,0.0
405b6af2.wav,2.0,1.0
4064c354.wav,0.0,0.0
40733d4e.wav,7.0,0.0
40772f25.wav,24.0,0.0
408034b9.wav,5.0,0.0
40a93104.wav,26.0,1.0
40b4d48a.wav,29.0,0.0
40ba86f3.wav,21.0,0.0
40c62081.wav,26.0,0.0
40d61e46.wav,26.0,0.0
40df75ef.wav,12.0,0.0
40f0e853.wav,36.0,0.0
40f51bc3.wav,20.0,1.0
41079275.wav,35.0,1.0
4109784c.wav,13.0,0.0
410b8cc3.wav,2.0,1.0
4117c1f9.wav,36.0,0.0
41264c8a.wav,2.0,1.0
412b75e6.wav,31.0,1.0
4136ba6a.wav,7.0,0.0
413d90c2.wav,22.0,1.0
41568443.wav,6.0,0.0
41713d1d.wav,29.0,1.0
417badf9.wav,36.0,0.0
41845450.wav,30.0,0.0
41847933.wav,40.0,0.0
418cb760.wav,0.0,1.0
41c1f5f8.wav,27.0,0.0
41c4751e.wav,29.0,1.0
41eadcab.wav,17.0,1.0
41f09672.wav,31.0,0.0
420d9b56.wav,0.0,1.0
420ecbc6.wav,40.0,0.0
421865a6.wav,40.0,0.0
421dcfe3.wav,26.0,0.0
4223237e.wav,26.0,0.0
42301f90.wav,5.0,0.0
42331d5b.wav,10.0,1.0
424502d1.wav,0.0,0.0
4245ef44.wav,23.0,1.0
42498815.wav,16.0,0.0
4249de71.wav,7.0,0.0
424ef292.wav,2.0,0.0
42545036.wav,7.0,0.0
4259555b.wav,11.0,0.0
426c2736.wav,31.0,0.0
4278112e.wav,39.0,0.0
4286d72e.wav,11.0,1.0
428788f4.wav,5.0,0.0
429159f6.wav,8.0,0.0
42a59a10.wav,32.0,0.0
42a718ea.wav,25.0,1.0
42ad8a52.wav,36.0,0.0
42c2f288.wav,22.0,0.0
42cb4b7d.wav,20.0,0.0
42cea3c1.wav,1.0,0.0
42e248e4.wav,30.0,0.0
42e5efeb.wav,9.0,0.0
42ef28b8.wav,32.0,0.0
42faaa9e.wav,25.0,0.0
4305d21f.wav,25.0,0.0
430902a2.wav,26.0,0.0
430cb829.wav,26.0,0.0
43373be3.wav,37.0,0.0
433c3a13.wav,4.0,0.0
433d641a.wav,26.0,0.0
435160bb.wav,35.0,0.0
43671f8b.wav,26.0,1.0
436afb11.wav,23.0,1.0
436dea8c.wav,40.0,0.0
436ec5c3.wav,25.0,0.0
43780215.wav,8.0,1.0
437ccea5.wav,3.0,1.0
4397bc6f.wav,17.0,1.0
43a84fec.wav,1.0,1.0
43a920c9.wav,14.0,0.0
43abca14.wav,9.0,0.0
43b3610a.wav,17.0,0.0
43c12681.wav,35.0,0.0
43c5b733.wav,12.0,1.0
43d0fe93.wav,2.0,1.0
43f58abe.wav,20.0,1.0
43ff8df2.wav,29.0,1.0
440f3953.wav,37.0,0.0
4412da08.wav,36.0,1.0
441a4e7d.wav,26.0,0.0
4421fddd.wav,1.0,0.0
442490bc.wav,37.0,0.0
4430e0ee.wav,11.0,1.0
44412fd2.wav,36.0,0.0
445b88ad.wav,26.0,0.0
44645349.wav,21.0,0.0
44911b70.wav,27.0,1.0
44922514.wav,15.0,1.0
44ae8221.wav,40.0,1.0
44b3dad2.wav,1.0,1.0
44cde481.wav,4.0,0.0
44d161b1.wav,37.0,0.0
44e26366.wav,39.0,0.0
44ec7beb.wav,28.0,0.0
44ecc876.wav,5.0,0.0
44f2161a.wav,14.0,1.0
44f9acf9.wav,13.0,0.0
450762c4.wav,35.0,1.0
450cd355.wav,9.0,0.0
45175cc0.wav,0.0,1.0
4517a4af.wav,26.0,0.0
45250e90.wav,28.0,0.0
4526e386.wav,26.0,1.0
452a9812.wav,33.0,1.0
45449f84.wav,30.0,0.0
4546e002.wav,12.0,0.0
4549ffaf.wav,0.0,0.0
4551f231.wav,26.0,0.0
45539540.wav,9.0,1.0
45539bb8.wav,31.0,0.0
455aee34.wav,40.0,1.0
45665f2e.wav,35.0,0.0
4590ba37.wav,1.0,1.0
45910ae0.wav,5.0,0.0
45a8823e.wav,39.0,0.0
45a8d396.wav,27.0,0.0
45c077da.wav,12.0,1.0
45ce1b24.wav,25.0,0.0
45d405ca.wav,8.0,1.0
45e241c1.wav,6.0,1.0
45e6e129.wav,0.0,1.0
45ea531e.wav,10.0,1.0
4601c0f2.wav,31.0,0.0
460d7b62.wav,36.0,1.0
461558c3.wav,12.0,1.0
4619c0dd.wav,16.0,0.0
461c6cd1.wav,36.0,1.0
4629e77b.wav,37.0,0.0
4636fd73.wav,8.0,1.0
464c651e.wav,27.0,1.0
465cf6eb.wav,21.0,0.0
46657625.wav,30.0,0.0
46670055.wav,33.0,1.0
466a45d5.wav,31.0,0.0
46772c0d.wav,31.0,0.0
467953c6.wav,12.0,1.0
46798d97.wav,5.0,0.0
467ad774.wav,22.0,0.0
467c86b7.wav,5.0,0.0
468226fa.wav,35.0,1.0
469e4ebe.wav,32.0,0.0
46c0a7cd.wav,36.0,0.0
46e13bac.wav,40.0,0.0
46fbedcf.wav,13.0,0.0
470e36b8.wav,31.0,0.0
4713dac4.wav,17.0,0.0
4715ec32.wav,34.0,0.0
4715f79a.wav,29.0,1.0
471c8fa5.wav,30.0,0.0
471ecdc0.wav,19.0,0.0
474d3f52.wav,12.0,0.0
476e192f.wav,31.0,0.0
476f3ba7.wav,16.0,0.0
47733230.wav,16.0,0.0
477622b6.wav,1.0,1.0
47797e57.wav,2.0,1.0
4790f36f.wav,37.0,0.0
47961d9f.wav,25.0,1.0
47c0a3fc.wav,2.0,0.0
47c2f061.wav,1.0,0.0
47d071c1.wav,36.0,0.0
47d378be.wav,26.0,0.0
47dae3d2.wav,7.0,0.0
47eafd0d.wav,30.0,1.0
481394b9.wav,1.0,1.0
48158131.wav,33.0,0.0
4815fac2.wav,15.0,1.0
4819b54b.wav,15.0,1.0
481f5a64.wav,17.0,0.0
482707b3.wav,32.0,1.0
48288f8c.wav,17.0,0.0
48446686.wav,3.0,0.0
4865ba98.wav,10.0,1.0
48674fe7.wav,19.0,1.0
486b15b6.wav,2.0,0.0
486f34a4.wav,25.0,1.0
487854ea.wav,32.0,0.0
488068c4.wav,9.0,0.0
48899901.wav,19.0,0.0
489294d5.wav,0.0,0.0
4893a0fa.wav,21.0,0.0
4899ecfa.wav,2.0,0.0
48adfdb2.wav,35.0,1.0
48b4f099.wav,4.0,1.0
48ba4a7a.wav,8.0,1.0
48bf11ac.wav,0.0,0.0
48cf40dd.wav,25.0,0.0
48cfca3e.wav,1.0,1.0
48eb5b10.wav,32.0,0.0
48ee4191.wav,1.0,0.0
48ffd19b.wav,6.0,1.0
490b5f4d.wav,17.0,0.0
491b140e.wav,25.0,0.0
491c0d87.wav,17.0,1.0
49223304.wav,0.0,0.0
49259032.wav,25.0,1.0
49264930.wav,5.0,0.0
493a0b43.wav,10.0,0.0
493bdd89.wav,4.0,1.0
49498a6d.wav,26.0,0.0
495d24da.wav,36.0,0.0
4965b412.wav,15.0,0.0
49687332.wav,35.0,0.0
499d9668.wav,29.0,1.0
49a0c96f.wav,9.0,0.0
49b3f727.wav,0.0,0.0
49ba2701.wav,34.0,1.0
49bb77a5.wav,0.0,0.0
49d45fb8.wav,26.0,0.0
49d51b77.wav,37.0,0.0
49db5254.wav,3.0,1.0
49e451e6.wav,28.0,0.0
