fname,label
2f3c179a.wav,Hi-hat Finger_snapping Gong
2f4b9bdc.wav,Laughter Telephone Saxophone
2f5c2852.wav,Flute Saxophone Meow
2f74ed29.wav,Bass_drum Computer_keyboard Knock
2f74f4f4.wav,Cello Double_bass Acoustic_guitar
2f784e3d.wav,Acoustic_guitar Electric_piano Double_bass
2f792ac7.wav,Glockenspiel Finger_snapping Applause
2f87e47c.wav,Violin_or_fiddle Squeak Harmonica
2f92f1de.wav,Tearing Snare_drum Squeak
2f947f7e.wav,Clarinet Cello Gong
2f967685.wav,Acoustic_guitar Burping_or_eructation Gong
2f97d6b3.wav,Cowbell Violin_or_fiddle Flute
2f9df9d5.wav,Trumpet Saxophone Oboe
2facecd2.wav,Fart Tearing Fireworks
2fb78737.wav,Fireworks Tearing Scissors
2fbb29ed.wav,Burping_or_eructation Writing Computer_keyboard
2fc2ba69.wav,Laughter Squeak Telephone
2fd2722a.wav,Oboe Saxophone Flute
2fd62d32.wav,Hi-hat Finger_snapping Scissors
2fda731f.wav,Bass_drum Knock Double_bass
2fda8c20.wav,Double_bass Cello Electric_piano
2fdb5f6a.wav,Fart Laughter Computer_keyboard
2fea5e19.wav,Cello Trumpet Fireworks
2fefb864.wav,Bark Laughter Cough
2fff17ff.wav,Fart Writing Burping_or_eructation
30029d43.wav,Trumpet Applause Saxophone
301a0f8d.wav,Bass_drum Oboe Finger_snapping
30232933.wav,Clarinet Cello Double_bass
302465d6.wav,Fart Squeak Shatter
3024ad07.wav,Trumpet Hi-hat Squeak
302bc9d1.wav,Clarinet Flute Telephone
30396d04.wav,Violin_or_fiddle Cello Snare_drum
303dcdc3.wav,Electric_piano Acoustic_guitar Gong
304cb001.wav,Telephone Computer_keyboard Writing
304f58c8.wav,Cello Saxophone Laughter
3053d06b.wav,Flute Clarinet Laughter
305d1932.wav,Bass_drum Computer_keyboard Tearing
3062dedb.wav,Telephone Knock Microwave_oven
3073a264.wav,Writing Cough Burping_or_eructation
30762ab4.wav,Hi-hat Finger_snapping Scissors
3077dab1.wav,Applause Trumpet Harmonica
3078b0a4.wav,Cello Saxophone Drawer_open_or_close
307d21e8.wav,Trumpet Saxophone Hi-hat
307e9f70.wav,Trumpet Gong Saxophone
30874c68.wav,Violin_or_fiddle Squeak Microwave_oven
30881d07.wav,Finger_snapping Hi-hat Keys_jangling
308a6424.wav,Flute Acoustic_guitar Cello
30a320a3.wav,Saxophone Laughter Applause
30a36933.wav,Computer_keyboard Laughter Telephone
30a8d1e4.wav,Clarinet Cello Flute
30b62182.wav,Clarinet Cello Saxophone
30ba2b0e.wav,Flute Oboe Clarinet
30bb235b.wav,Flute Saxophone Oboe
30d9df9d.wav,Cowbell Violin_or_fiddle Acoustic_guitar
30dd3419.wav,Clarinet Oboe Flute
30e4be95.wav,Knock Bass_drum Drawer_open_or_close
30e8633d.wav,Bass_drum Knock Double_bass
30eb5385.wav,Telephone Bark Laughter
30ed02dc.wav,Clarinet Flute Saxophone
30f0d392.wav,Hi-hat Shatter Tearing
30f4864f.wav,Flute Saxophone Clarinet
3103dfd6.wav,Acoustic_guitar Electric_piano Gong
310403b7.wav,Fart Laughter Bus
311795eb.wav,Cello Acoustic_guitar Double_bass
311e57cc.wav,Bass_drum Finger_snapping Oboe
3125e485.wav,Hi-hat Gong Squeak
3125f4e2.wav,Flute Clarinet Telephone
3127fdf6.wav,Bass_drum Tearing Computer_keyboard
31318ae6.wav,Gunshot_or_gunfire Fart Fireworks
3132a40c.wav,Tearing Snare_drum Computer_keyboard
31370617.wav,Trumpet Hi-hat Squeak
313b6bd6.wav,Cello Double_bass Bus
314dd106.wav,Scissors Writing Tearing
315e2cf1.wav,Telephone Cough Laughter
31656306.wav,Acoustic_guitar Gong Double_bass
316b6a8b.wav,Saxophone Cello Double_bass
316e82b0.wav,Violin_or_fiddle Cello Saxophone
318ad3a7.wav,Cello Double_bass Drawer_open_or_close
318da9b1.wav,Double_bass Acoustic_guitar Electric_piano
3192a42d.wav,Burping_or_eructation Cough Telephone
3194baa5.wav,Clarinet Oboe Saxophone
3195b119.wav,Tearing Bass_drum Writing
31985344.wav,Saxophone Flute Violin_or_fiddle
319d5f33.wav,Bus Chime Laughter
31a5b56b.wav,Applause Saxophone Laughter
31b1b1af.wav,Flute Saxophone Meow
31bf625c.wav,Acoustic_guitar Gong Electric_piano
31c02993.wav,Clarinet Flute Telephone
31c1e915.wav,Flute Saxophone Oboe
31c321b9.wav,Flute Clarinet Telephone
31c42d71.wav,Bass_drum Saxophone Violin_or_fiddle
31daad59.wav,Bass_drum Finger_snapping Microwave_oven
31ede8e7.wav,Flute Saxophone Clarinet
31f27c86.wav,Computer_keyboard Telephone Scissors
31fa9662.wav,Clarinet Flute Cello
3202971f.wav,Bass_drum Computer_keyboard Knock
32081921.wav,Finger_snapping Meow Chime
320e8976.wav,Finger_snapping Telephone Hi-hat
320ed8bd.wav,Hi-hat Fireworks Gunshot_or_gunfire
321118ec.wav,Trumpet Saxophone Cello
321a9ead.wav,Clarinet Gong Electric_piano
321d9f06.wav,Trumpet Saxophone Squeak
3222fa28.wav,Flute Clarinet Oboe
322b48ee.wav,Cello Flute Saxophone
322f6dfb.wav,Cello Bus Double_bass
3236f8f9.wav,Cello Saxophone Double_bass
32393924.wav,Cello Violin_or_fiddle Saxophone
3242d7a5.wav,Clarinet Violin_or_fiddle Flute
324a4e40.wav,Squeak Burping_or_eructation Laughter
324f30f2.wav,Finger_snapping Hi-hat Telephone
325525ac.wav,Hi-hat Trumpet Bark
32560d9c.wav,Gunshot_or_gunfire Fart Snare_drum
3263223e.wav,Cowbell Burping_or_eructation Acoustic_guitar
326c56ff.wav,Clarinet Telephone Flute
326d98e9.wav,Hi-hat Shatter Cowbell
327bdcaa.wav,Telephone Chime Laughter
327e7750.wav,Clarinet Telephone Gong
328612aa.wav,Clarinet Gong Double_bass
32938f53.wav,Clarinet Flute Saxophone
329709f0.wav,Clarinet Saxophone Cello
32a5773b.wav,Snare_drum Cowbell Violin_or_fiddle
32af1d97.wav,Bus Double_bass Acoustic_guitar
32b64892.wav,Cello Double_bass Acoustic_guitar
32bdd578.wav,Electric_piano Acoustic_guitar Telephone
32bf60d9.wav,Clarinet Cello Microwave_oven
32c5a99e.wav,Saxophone Trumpet Oboe
32c63f3f.wav,Flute Saxophone Cello
32cc31fd.wav,Telephone Double_bass Meow
32d54dbf.wav,Computer_keyboard Squeak Scissors
32d68d35.wav,Computer_keyboard Knock Writing
32e20304.wav,Finger_snapping Tearing Scissors
32e375c3.wav,Snare_drum Microwave_oven Gunshot_or_gunfire
32e67c5c.wav,Cowbell Violin_or_fiddle Harmonica
32ec5aeb.wav,Acoustic_guitar Electric_piano Gong
32f6364d.wav,Electric_piano Knock Bass_drum
32f665c4.wav,Violin_or_fiddle Clarinet Squeak
32fe0550.wav,Fart Fireworks Tearing
32ff9d27.wav,Flute Harmonica Violin_or_fiddle
330bcb8f.wav,Clarinet Flute Saxophone
330ef55e.wav,Double_bass Cello Electric_piano
331332e4.wav,Applause Bus Gunshot_or_gunfire
331b550c.wav,Snare_drum Hi-hat Tearing
332db920.wav,Computer_keyboard Writing Scissors
332dec50.wav,Gunshot_or_gunfire Bark Telephone
3336c8bb.wav,Tearing Scissors Writing
33404279.wav,Violin_or_fiddle Saxophone Flute
334bcacd.wav,Fart Bus Fireworks
334c2df4.wav,Clarinet Telephone Gong
334f6481.wav,Trumpet Hi-hat Saxophone
3354ba9c.wav,Cello Double_bass Gunshot_or_gunfire
33596f0a.wav,Computer_keyboard Writing Knock
335d009e.wav,Chime Fireworks Keys_jangling
336de5ff.wav,Telephone Acoustic_guitar Electric_piano
3374eb78.wav,Computer_keyboard Writing Scissors
337bb0d7.wav,Saxophone Flute Violin_or_fiddle
3385a800.wav,Knock Drawer_open_or_close Microwave_oven
3389dab8.wav,Trumpet Squeak Saxophone
338a1eec.wav,Flute Saxophone Oboe
338c1e9c.wav,Hi-hat Finger_snapping Scissors
338ed597.wav,Finger_snapping Knock Meow
3391a84f.wav,Gunshot_or_gunfire Knock Fireworks
33939435.wav,Meow Flute Chime
339c6a9e.wav,Trumpet Saxophone Hi-hat
339cbd32.wav,Fart Fireworks Bus
33a0c53d.wav,Acoustic_guitar Electric_piano Telephone
33a0fa9d.wav,Flute Saxophone Oboe
33a11a7b.wav,Shatter Tearing Keys_jangling
33b98766.wav,Finger_snapping Hi-hat Scissors
33bd5275.wav,Clarinet Saxophone Flute
33bf100e.wav,Clarinet Flute Telephone
33bf8bce.wav,Hi-hat Glockenspiel Acoustic_guitar
33ce149f.wav,Acoustic_guitar Writing Telephone
33db956c.wav,Cello Saxophone Acoustic_guitar
33e12365.wav,Bass_drum Tearing Finger_snapping
33e901fb.wav,Cello Violin_or_fiddle Double_bass
33ea32c3.wav,Flute Saxophone Oboe
33ed1199.wav,Gunshot_or_gunfire Knock Bass_drum
340aad61.wav,Cello Fireworks Bus
340afc6a.wav,Trumpet Saxophone Flute
340bc3cd.wav,Flute Clarinet Saxophone
341a6905.wav,Bass_drum Knock Computer_keyboard
34204cf9.wav,Telephone Bass_drum Microwave_oven
342a363c.wav,Bass_drum Knock Double_bass
3437507a.wav,Hi-hat Glockenspiel Gong
343f0d14.wav,Saxophone Oboe Flute
34404331.wav,Violin_or_fiddle Snare_drum Harmonica
34409de5.wav,Laughter Chime Squeak
344b32d4.wav,Acoustic_guitar Electric_piano Writing
3453b51c.wav,Cello Saxophone Double_bass
345441d2.wav,Trumpet Squeak Gong
34618b30.wav,Flute Trumpet Oboe
3463b47a.wav,Clarinet Flute Cello
3463f897.wav,Clarinet Flute Telephone
3466b1c4.wav,Cello Saxophone Violin_or_fiddle
3467f48f.wav,Trumpet Saxophone Gunshot_or_gunfire
346a3906.wav,Bass_drum Knock Computer_keyboard
347bcaa2.wav,Bass_drum Knock Oboe
347ebfa9.wav,Finger_snapping Hi-hat Tambourine
3484a9b9.wav,Cello Flute Saxophone
3497cb5e.wav,Bass_drum Knock Double_bass
349eac2f.wav,Computer_keyboard Cough Laughter
34a160da.wav,Trumpet Gong Squeak
34a3bc46.wav,Flute Clarinet Saxophone
34a5404b.wav,Electric_piano Double_bass Gong
34be3cb0.wav,Squeak Meow Trumpet
34be5213.wav,Bus Acoustic_guitar Double_bass
34c7a37b.wav,Computer_keyboard Finger_snapping Tearing
34cddac7.wav,Snare_drum Gunshot_or_gunfire Fireworks
34d1fffa.wav,Electric_piano Double_bass Cello
34d84768.wav,Knock Telephone Drawer_open_or_close
34f6f431.wav,Hi-hat Finger_snapping Shatter
34ff2f37.wav,Bass_drum Knock Finger_snapping
350b89b8.wav,Flute Clarinet Saxophone
350ed42d.wav,Saxophone Trumpet Oboe
35115db0.wav,Bass_drum Double_bass Electric_piano
351b0ba1.wav,Cello Laughter Microwave_oven
351dcc25.wav,Violin_or_fiddle Glockenspiel Acoustic_guitar
35235d3f.wav,Bass_drum Knock Finger_snapping
352c769d.wav,Double_bass Electric_piano Cello
352f143a.wav,Saxophone Cello Flute
3531e0f4.wav,Acoustic_guitar Saxophone Violin_or_fiddle
3533dc16.wav,Trumpet Saxophone Flute
3538f800.wav,Bass_drum Knock Finger_snapping
353b44b7.wav,Cello Saxophone Flute
353f55db.wav,Electric_piano Double_bass Cello
3542eddc.wav,Cello Double_bass Fireworks
35497fc4.wav,Double_bass Acoustic_guitar Cello
355eeedf.wav,Chime Keys_jangling Tambourine
355f0738.wav,Clarinet Oboe Flute
356cab15.wav,Flute Saxophone Trumpet
3579ff4b.wav,Burping_or_eructation Fart Cough
3592e0cb.wav,Trumpet Saxophone Violin_or_fiddle
3597c4e5.wav,Laughter Saxophone Cough
3598cc58.wav,Knock Computer_keyboard Telephone
359c9ba3.wav,Clarinet Saxophone Cello
35b91bb1.wav,Acoustic_guitar Electric_piano Gong
35bb05b0.wav,Bus Drawer_open_or_close Fireworks
35bf4ae5.wav,Laughter Cough Chime
35c0f6b7.wav,Acoustic_guitar Cello Gong
35cb8bd1.wav,Bass_drum Knock Double_bass
35ce58ae.wav,Violin_or_fiddle Saxophone Cello
35d008df.wav,Saxophone Flute Electric_piano
35d0858d.wav,Cello Violin_or_fiddle Saxophone
35da43f9.wav,Knock Electric_piano Acoustic_guitar
35def6dc.wav,Trumpet Saxophone Hi-hat
35e1140b.wav,Gunshot_or_gunfire Fireworks Bus
35e4b0fd.wav,Squeak Gong Shatter
35f3a48c.wav,Bass_drum Finger_snapping Microwave_oven
35f6a4b8.wav,Flute Violin_or_fiddle Clarinet
35ff3f29.wav,Trumpet Oboe Squeak
35ffae5a.wav,Clarinet Saxophone Flute
360348af.wav,Tearing Chime Squeak
360e9c8e.wav,Saxophone Cello Gong
360ed752.wav,Squeak Laughter Computer_keyboard
361285ac.wav,Finger_snapping Bass_drum Snare_drum
3617db48.wav,Electric_piano Double_bass Cello
361c028f.wav,Saxophone Applause Trumpet
361fbd17.wav,Clarinet Flute Saxophone
3620c12b.wav,Hi-hat Finger_snapping Gong
3623b02e.wav,Clarinet Cello Flute
363a3760.wav,Flute Saxophone Trumpet
364d2e90.wav,Double_bass Acoustic_guitar Electric_piano
36507474.wav,Bark Applause Telephone
365a4c89.wav,Clarinet Finger_snapping Oboe
365f9044.wav,Oboe Flute Clarinet
3660d731.wav,Clarinet Snare_drum Oboe
3668b282.wav,Fireworks Tearing Scissors
36690c27.wav,Clarinet Flute Telephone
3670cc04.wav,Clarinet Flute Cello
367ba81f.wav,Clarinet Flute Gong
36a0c334.wav,Fart Gunshot_or_gunfire Fireworks
36a2202d.wav,Tambourine Keys_jangling Shatter
36a92b29.wav,Flute Clarinet Cello
36a98063.wav,Finger_snapping Tambourine Tearing
36b4867e.wav,Cello Drawer_open_or_close Saxophone
36ba1f72.wav,Gunshot_or_gunfire Drawer_open_or_close Microwave_oven
36cd9e16.wav,Tearing Writing Keys_jangling
36d47091.wav,Clarinet Cello Flute
36dbdb68.wav,Cello Saxophone Violin_or_fiddle
36e470e4.wav,Trumpet Saxophone Oboe
36e7790c.wav,Violin_or_fiddle Fireworks Squeak
36e79aec.wav,Gunshot_or_gunfire Bass_drum Knock
36eae2b1.wav,Harmonica Laughter Squeak
36ec121c.wav,Acoustic_guitar Electric_piano Double_bass
36f5daf6.wav,Cello Double_bass Saxophone
36f6ba1e.wav,Trumpet Saxophone Squeak
36f81d4d.wav,Tearing Writing Scissors
36f9dc1c.wav,Acoustic_guitar Electric_piano Double_bass
370156c4.wav,Acoustic_guitar Writing Electric_piano
370cad4d.wav,Cello Double_bass Saxophone
370f79a2.wav,Bass_drum Knock Double_bass
371be693.wav,Bass_drum Finger_snapping Tearing
371c577e.wav,Double_bass Cello Electric_piano
371f11c2.wav,Gong Saxophone Trumpet
37398fcb.wav,Saxophone Violin_or_fiddle Flute
373b761c.wav,Clarinet Saxophone Flute
3740d249.wav,Scissors Tearing Keys_jangling
374a434b.wav,Clarinet Cello Flute
374c8729.wav,Burping_or_eructation Cough Laughter
37534d14.wav,Burping_or_eructation Fart Cough
375d2777.wav,Chime Fireworks Tambourine
37686c61.wav,Bass_drum Knock Oboe
37694c0e.wav,Clarinet Gong Telephone
37722c4c.wav,Acoustic_guitar Writing Scissors
3779929b.wav,Knock Gunshot_or_gunfire Bark
3789db8f.wav,Trumpet Gong Saxophone
3790ad69.wav,Trumpet Hi-hat Gunshot_or_gunfire
37965099.wav,Laughter Squeak Cough
3797416f.wav,Saxophone Cello Flute
37a0ea93.wav,Double_bass Cello Electric_piano
37a65d69.wav,Bass_drum Finger_snapping Oboe
37a9846d.wav,Finger_snapping Glockenspiel Fireworks
37b1c1c8.wav,Saxophone Flute Meow
37b44be2.wav,Electric_piano Double_bass Acoustic_guitar
37b502ac.wav,Bass_drum Knock Computer_keyboard
37bfaaae.wav,Harmonica Flute Shatter
37c1e139.wav,Flute Saxophone Clarinet
37c64eeb.wav,Double_bass Cello Violin_or_fiddle
37cba499.wav,Acoustic_guitar Electric_piano Saxophone
37d02372.wav,Acoustic_guitar Glockenspiel Electric_piano
37d0e58f.wav,Flute Oboe Saxophone
37d461b0.wav,Bass_drum Knock Computer_keyboard
37e862ac.wav,Fart Bus Computer_keyboard
37e94b1c.wav,Clarinet Cello Flute
37f575a1.wav,Clarinet Oboe Saxophone
37fa4379.wav,Hi-hat Finger_snapping Shatter
380586dd.wav,Clarinet Flute Saxophone
381eeffa.wav,Flute Saxophone Trumpet
38226849.wav,Cowbell Violin_or_fiddle Flute
38284f2a.wav,Saxophone Trumpet Applause
3831e47e.wav,Acoustic_guitar Electric_piano Writing
383206a8.wav,Flute Clarinet Harmonica
3834a1b6.wav,Bass_drum Saxophone Violin_or_fiddle
38381ff2.wav,Trumpet Gunshot_or_gunfire Saxophone
383b2f3c.wav,Hi-hat Gunshot_or_gunfire Shatter
383c3a2f.wav,Cello Double_bass Saxophone
3858d81e.wav,Acoustic_guitar Harmonica Saxophone
385e5766.wav,Flute Clarinet Saxophone
3863cc53.wav,Glockenspiel Hi-hat Acoustic_guitar
3865b766.wav,Cello Double_bass Acoustic_guitar
38781c3c.wav,Saxophone Flute Violin_or_fiddle
38799059.wav,Gunshot_or_gunfire Knock Bass_drum
387da23f.wav,Trumpet Saxophone Oboe
38804df8.wav,Trumpet Saxophone Meow
38957ab8.wav,Gunshot_or_gunfire Fireworks Fart
38998cb5.wav,Double_bass Fireworks Gunshot_or_gunfire
38a02855.wav,Clarinet Flute Oboe
38a944f7.wav,Knock Drawer_open_or_close Bass_drum
38ae005d.wav,Squeak Laughter Telephone
38cc6c04.wav,Violin_or_fiddle Cowbell Telephone
38d92a57.wav,Cello Double_bass Saxophone
38df02f9.wav,Tearing Writing Scissors
38f2e0c4.wav,Saxophone Flute Violin_or_fiddle
38fbf717.wav,Bus Fireworks Cello
3903381b.wav,Acoustic_guitar Electric_piano Gong
3912c07c.wav,Flute Saxophone Cello
3919052c.wav,Snare_drum Tearing Shatter
391b4438.wav,Tearing Computer_keyboard Gunshot_or_gunfire
391b589b.wav,Flute Saxophone Clarinet
3927bed7.wav,Cello Double_bass Gong
392819ad.wav,Drawer_open_or_close Knock Computer_keyboard
393a85c5.wav,Flute Clarinet Saxophone
393de6a8.wav,Saxophone Oboe Flute
394077b2.wav,Bass_drum Tearing Finger_snapping
39409d9a.wav,Knock Gunshot_or_gunfire Electric_piano
394ae699.wav,Bass_drum Computer_keyboard Knock
39559fac.wav,Fart Gunshot_or_gunfire Applause
3961531d.wav,Fart Cough Burping_or_eructation
3962df6c.wav,Finger_snapping Glockenspiel Applause
39638219.wav,Trumpet Hi-hat Gong
396b8a97.wav,Computer_keyboard Writing Knock
397a9fd4.wav,Acoustic_guitar Gong Electric_piano
397c8ecf.wav,Bass_drum Knock Drawer_open_or_close
397ffa21.wav,Hi-hat Snare_drum Shatter
398464f2.wav,Saxophone Cello Flute
3989a3f8.wav,Trumpet Saxophone Oboe
3992aa83.wav,Cello Saxophone Clarinet
39a20375.wav,Flute Clarinet Saxophone
39a5e337.wav,Bass_drum Knock Gunshot_or_gunfire
39a745ef.wav,Saxophone Bark Flute
39b23710.wav,Squeak Laughter Meow
39b33737.wav,Trumpet Saxophone Hi-hat
39b4dc60.wav,Trumpet Oboe Saxophone
39baed1a.wav,Flute Saxophone Harmonica
39c4f4e1.wav,Keys_jangling Shatter Chime
39d7d691.wav,Hi-hat Finger_snapping Keys_jangling
39dac8ec.wav,Trumpet Hi-hat Gong
39e17212.wav,Clarinet Flute Harmonica
39eae3ed.wav,Hi-hat Flute Glockenspiel
39ebc50e.wav,Flute Saxophone Cello
3a0801f9.wav,Cello Double_bass Bus
3a101502.wav,Clarinet Flute Saxophone
3a217174.wav,Oboe Telephone Squeak
3a2b16bb.wav,Trumpet Squeak Saxophone
3a2dd0df.wav,Flute Saxophone Clarinet
3a4c9365.wav,Fireworks Gunshot_or_gunfire Tearing
3a538028.wav,Bark Burping_or_eructation Cough
3a5f8a0d.wav,Trumpet Saxophone Meow
3a65bf59.wav,Writing Microwave_oven Knock
3a6800f9.wav,Cello Double_bass Saxophone
3a73a784.wav,Trumpet Hi-hat Gunshot_or_gunfire
3a74fdce.wav,Flute Saxophone Cello
3a754901.wav,Acoustic_guitar Double_bass Gong
3a757c5c.wav,Cello Double_bass Bus
3a77e585.wav,Bass_drum Knock Electric_piano
3a7bfe7f.wav,Laughter Telephone Chime
3a7cccbf.wav,Hi-hat Shatter Snare_drum
3a891940.wav,Cello Double_bass Bus
3a925387.wav,Flute Saxophone Oboe
3aa68c4d.wav,Snare_drum Violin_or_fiddle Saxophone
3ab2be0f.wav,Acoustic_guitar Violin_or_fiddle Electric_piano
3ab3731d.wav,Bass_drum Knock Drawer_open_or_close
3abb82a8.wav,Flute Saxophone Harmonica
3ac452a6.wav,Double_bass Cello Bus
3ac46d6b.wav,Telephone Acoustic_guitar Clarinet
3ac65f4c.wav,Cello Double_bass Bus
3acaed28.wav,Cello Acoustic_guitar Double_bass
3ad721ec.wav,Tambourine Shatter Keys_jangling
3ad726b4.wav,Gunshot_or_gunfire Fireworks Double_bass
3ad731d5.wav,Bus Cello Double_bass
3ad97cdc.wav,Flute Saxophone Laughter
3add7ae7.wav,Clarinet Oboe Flute
3aee772a.wav,Bass_drum Knock Electric_piano
3af6edbb.wav,Burping_or_eructation Laughter Cough
3b0428f0.wav,Finger_snapping Bass_drum Hi-hat
3b15d12b.wav,Trumpet Violin_or_fiddle Harmonica
3b17670b.wav,Saxophone Cello Harmonica
3b1be6a5.wav,Bass_drum Computer_keyboard Knock
3b1ecb2f.wav,Cello Acoustic_guitar Drawer_open_or_close
3b38bfe7.wav,Clarinet Flute Saxophone
3b474488.wav,Hi-hat Trumpet Scissors
3b4d8fb9.wav,Clarinet Cello Gong
3b509899.wav,Bark Telephone Burping_or_eructation
3b564d0a.wav,Burping_or_eructation Shatter Hi-hat
3b5d46e6.wav,Bass_drum Knock Oboe
3b605cc3.wav,Flute Clarinet Saxophone
3b620674.wav,Flute Saxophone Laughter
3b66f852.wav,Trumpet Saxophone Gong
3b67faea.wav,Cello Double_bass Acoustic_guitar
3b6964dc.wav,Keys_jangling Tambourine Fireworks
3b7321da.wav,Hi-hat Finger_snapping Keys_jangling
3b781a97.wav,Saxophone Flute Harmonica
3b80d9d0.wav,Acoustic_guitar Knock Telephone
3b880d22.wav,Saxophone Acoustic_guitar Cello
3b912ab6.wav,Clarinet Flute Oboe
3b95f75a.wav,Acoustic_guitar Electric_piano Knock
3b98ab08.wav,Hi-hat Finger_snapping Gong
3b9a7b99.wav,Writing Fart Tearing
3b9d4a87.wav,Cello Saxophone Double_bass
3ba290cf.wav,Chime Writing Laughter
3ba41526.wav,Knock Bass_drum Double_bass
3bb0dc97.wav,Violin_or_fiddle Saxophone Hi-hat
3bb40757.wav,Clarinet Oboe Flute
3bb57763.wav,Trumpet Hi-hat Saxophone
3bb7c35c.wav,Finger_snapping Bass_drum Hi-hat
3bbd1d9d.wav,Bass_drum Finger_snapping Tearing
3bca311a.wav,Finger_snapping Bass_drum Computer_keyboard
3bcf1e56.wav,Tearing Fart Fireworks
3bdae30e.wav,Finger_snapping Glockenspiel Fireworks
3bed0356.wav,Hi-hat Trumpet Squeak
3c05ee07.wav,Trumpet Saxophone Clarinet
3c0a9c7e.wav,Saxophone Flute Gong
3c0e6e53.wav,Harmonica Squeak Telephone
3c1629c6.wav,Computer_keyboard Writing Tearing
3c1bfc9e.wav,Cello Flute Saxophone
3c49ddbb.wav,Harmonica Flute Meow
3c4dbc47.wav,Knock Drawer_open_or_close Gunshot_or_gunfire
3c59a586.wav,Hi-hat Squeak Trumpet
3c5c5d59.wav,Bass_drum Finger_snapping Keys_jangling
3c5cd813.wav,Laughter Cough Violin_or_fiddle
3c6806e4.wav,Hi-hat Finger_snapping Scissors
3c6d43ec.wav,Finger_snapping Bass_drum Hi-hat
3c6fef48.wav,Oboe Flute Clarinet
3c791c43.wav,Tearing Writing Chime
3c7db3ac.wav,Trumpet Hi-hat Gunshot_or_gunfire
3c879148.wav,Hi-hat Tearing Scissors
3c8ab792.wav,Cello Double_bass Saxophone
3c9dac3f.wav,Acoustic_guitar Electric_piano Double_bass
3cc6a2cd.wav,Flute Oboe Saxophone
3cc6edac.wav,Acoustic_guitar Electric_piano Telephone
3cc834fd.wav,Hi-hat Scissors Keys_jangling
3cc89a98.wav,Flute Saxophone Violin_or_fiddle
3cca9c37.wav,Meow Squeak Gunshot_or_gunfire
3cd08599.wav,Hi-hat Snare_drum Finger_snapping
3cd53659.wav,Cello Acoustic_guitar Gong
3cdf8846.wav,Telephone Microwave_oven Writing
3ce96793.wav,Oboe Flute Saxophone
3cee28fc.wav,Bass_drum Computer_keyboard Finger_snapping
3cee3187.wav,Fart Computer_keyboard Microwave_oven
3cfdf1f6.wav,Clarinet Cello Saxophone
3d04368f.wav,Hi-hat Finger_snapping Tambourine
3d088695.wav,Bus Drawer_open_or_close Computer_keyboard
3d0de63c.wav,Acoustic_guitar Double_bass Electric_piano
3d0ec9da.wav,Cello Double_bass Bus
3d123994.wav,Knock Gunshot_or_gunfire Bass_drum
3d147046.wav,Clarinet Gong Cello
3d1b68f0.wav,Bass_drum Knock Double_bass
3d300af6.wav,Knock Glockenspiel Telephone
3d398ef1.wav,Bass_drum Finger_snapping Tearing
3d3a98aa.wav,Cough Burping_or_eructation Squeak
3d406694.wav,Clarinet Gong Acoustic_guitar
3d48ec08.wav,Hi-hat Finger_snapping Scissors
3d49faa6.wav,Knock Bass_drum Drawer_open_or_close
3d4aaff3.wav,Cello Double_bass Electric_piano
3d5626a5.wav,Bus Cello Violin_or_fiddle
3d5751ee.wav,Bass_drum Knock Finger_snapping
3d591986.wav,Flute Saxophone Cello
3d5cf3f8.wav,Finger_snapping Glockenspiel Fireworks
3d5d1b2b.wav,Oboe Meow Saxophone
3d74e612.wav,Clarinet Gong Electric_piano
3d78d5f8.wav,Bass_drum Knock Drawer_open_or_close
3d7945b9.wav,Bass_drum Knock Drawer_open_or_close
3d8bd5ce.wav,Bass_drum Finger_snapping Knock
3d978544.wav,Cello Saxophone Flute
3d99ad61.wav,Hi-hat Flute Glockenspiel
3da51b49.wav,Flute Saxophone Cello
3da83f7b.wav,Gong Saxophone Electric_piano
3dc944e8.wav,Clarinet Flute Saxophone
3dcbefe2.wav,Clarinet Cello Flute
3dd1656b.wav,Cello Double_bass Gong
3dd457cf.wav,Bass_drum Knock Finger_snapping
3ddc79de.wav,Cello Double_bass Acoustic_guitar
3ddc8d03.wav,Trumpet Saxophone Squeak
3de7d1e1.wav,Acoustic_guitar Double_bass Cello
3df030f4.wav,Trumpet Saxophone Meow
3df47a15.wav,Knock Finger_snapping Meow
3df8b04c.wav,Flute Saxophone Meow
3dfdf671.wav,Gunshot_or_gunfire Fart Microwave_oven
3dffa69c.wav,Flute Saxophone Trumpet
3e0790d9.wav,Bass_drum Finger_snapping Knock
3e09ffa5.wav,Cello Violin_or_fiddle Saxophone
3e0dab7d.wav,Clarinet Telephone Flute
3e14b506.wav,Acoustic_guitar Electric_piano Telephone
3e1ae80a.wav,Acoustic_guitar Double_bass Violin_or_fiddle
3e28d521.wav,Oboe Meow Saxophone
3e2cc8ac.wav,Bass_drum Finger_snapping Knock
3e2df2dd.wav,Finger_snapping Glockenspiel Hi-hat
3e2f8b7e.wav,Hi-hat Keys_jangling Finger_snapping
3e31531e.wav,Tearing Shatter Squeak
3e3d7cf0.wav,Chime Telephone Gong
3e3da714.wav,Telephone Laughter Meow
3e3f3954.wav,Writing Tearing Gunshot_or_gunfire
3e40ed13.wav,Clarinet Saxophone Cello
3e45e6d4.wav,Acoustic_guitar Writing Electric_piano
3e464c0a.wav,Flute Saxophone Violin_or_fiddle
3e47d2ad.wav,Flute Applause Harmonica
